,links,attention_level,session_time,date,session_score,last_index
0,"https://www.youtube.com/watch?v=X8gno6Uzuo8,,,,,0",,,,,0
1,"https://tel.archives-ouvertes.fr/file/index/docid/825854/filename/1996_Framling_Kary.pdf,,,,,0",,,,,0
2,"https://www.persee.fr/doc/intel_0769-4113_1987_num_2_1_1804,,,,,0",,,,,0
3,"https://lejournal.cnrs.fr/dossiers/comment-lintelligence-artificielle-va-changer-nos-vies,,,,,0",,,,,0
